2021-03-15T23:54:54.000Z	1371610891272196102	This sign should hang in every hall of business & government.👶                    	{'place_id': '07d9f327a0c81000'}
2021-03-15T15:37:24.000Z	1371485690886819843	Well last year I said I was going to get to Africa by March...and next week I'll be speaking (virtually) as a panelist during Africa Travel Week😊	{'place_id': '011add077f4d2da3'}
2021-03-15T15:13:26.000Z	1371479660123590656	Great Recruit Nation camp in Alabama this weekend. Over 0 attendees with several athletes getting on the spot offers with others getting campus visit invites! Shout out to  for hosting!      	{'place_id': 'fa3435044b52ecc7'}
2021-03-15T14:24:10.000Z	1371467260011945988	Easter 🐣 menu 0 🥕 is now live! Visit our website at  to discover all the offerings 🤩 	{'place_id': '01a9a39529b27f36'}
2021-03-15T14:21:16.000Z	1371466532392423424	Have you ever taken photos that instantly take you back to a memory, place, or state of being?Our visit to Blue Rocks in  always evoke a relaxing mood and is one place we look forward to returning to. How about you?  (ad) 	{'place_id': '011add077f4d2da3'}
2021-03-15T14:11:52.000Z	1371464166289121282	The cold won't stop me. We're out on the streets early listening to our neighbors. Let's do this together!Visit  for more on this grassroots campaign. 	{'place_id': '01a9a39529b27f36'}
2021-03-15T14:05:42.000Z	1371462615218671620	During this  I have had the opportunity to visit women owned businesses across Recently joined Councilman  & Town Clerk Murray as we visited The Pretzel Stop in  to recognize Carolyn - the owner of this woman owned biz! 	{'place_id': '10d2f6857b8ac152'}
2021-03-15T13:37:25.000Z	1371455495890944004	This winter the museums have been a nice visit @ American Museum of Natural History 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.97325538, 40.78100519]}}
2021-03-15T13:11:58.000Z	1371449092795215874	Our Reubrn Sliders are a hit so far this St. Paddy's Day. Grab this appetizer and a full array of entrees now through St. Patrick's Day! Full menu in stories. Join us Wednesday at 0:0pm for a visit from bag pipers! 	{'place_id': '5a700e3c73cbf9b9', 'coordinates': {'type': 'Point', 'coordinates': [-74.251, 40.9438]}}
2021-03-15T12:44:53.000Z	1371442277239898115	Last min chiropractor emergency visit thank god	{'place_id': 'de7b13455f6b23f3'}
2021-03-15T12:13:04.000Z	1371434271429308420	My summer and fall 0 will be super lit. My travel plans will be solidified this evening. 🔥🔥🔥🔥 	{'place_id': '011add077f4d2da3'}
2021-03-15T11:56:54.000Z	1371430201171832832	Happy Monday!Visit  for today’s Monday Manna Devotional . @ Trinity Christian Center 	{'place_id': 'b74cebcb62a1a686', 'coordinates': {'type': 'Point', 'coordinates': [-74.22975819, 40.66354095]}}
2021-03-15T10:08:31.000Z	1371402926250409986	Take our travel butters everywhere you go Get yours at  @ Beautiful Amore Skincare 	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.98487017, 40.68679404]}}
2021-03-15T07:46:44.000Z	1371367245641879553	Honesty I can’t visit somewhere without staying at least 0 days 🤷🏽‍♂️	{'place_id': '01a9a39529b27f36'}
2021-03-15T04:29:57.000Z	1371317722210992128	 Yes exactly! It's why air travel (constantly circulated air that's constantly highly filtered) was actually pretty low-transmission.	{'place_id': '00c39537733fa112'}
2021-03-15T03:52:11.000Z	1371308217666523137	It is my DREAM to have a little go-to coffee cart that I visit every day 🥺👉👈 My normal NYC fantasy will be realized one day!!!	{'place_id': '01a9a39529b27f36'}
2021-03-15T02:09:39.000Z	1371282414539042818	I have an idea. When you have your vaccine,  should invite some OG New York City fans to visit set. I have mine and I volunteer as tribute 😂 Please & thank you ❤️        	{'place_id': '01a9a39529b27f36'}
2021-03-15T02:05:19.000Z	1371281323793514499	This is no joke. There isn’t a single show about traveling on the Travel Channel. 	{'place_id': '01a9a39529b27f36'}
2021-03-15T01:51:57.000Z	1371277960771162112	I want an apartment so I can have a secure place to always live & a secure but I also want to travel 0/0 & never be home & be my own boss. 	{'place_id': '011add077f4d2da3'}
2021-03-15T01:18:21.000Z	1371269503238148100	I will be first in line at the  concert wherever. I wanna use my passport so preferably knocking out post pandemic travel and concert in one! 	{'place_id': '01a9a39529b27f36'}
2021-03-15T01:01:44.000Z	1371265324025270274	If it weren’t for the travel insurance we had to buy for this trip I’d be having a full on meltdown at this point, 0th cancellation. Hoping to get home tomorrow. Or rather attempting.	{'place_id': 'fa3435044b52ecc7'}
2021-03-15T00:49:19.000Z	1371262198199283714	If you don’t believe in time travel, just visit some red states.	{'place_id': '01a9a39529b27f36'}
2021-03-15T00:35:54.000Z	1371258821365096454	   After you visit cold spring be sure to watch the Liam Neeson movie “the commuter” which is delightfully inaccurate on literally every aspect of the subway and metro north. (It all takes place on a train from NYC to Cold spring) 👌	{'place_id': '01a9a39529b27f36'}
2021-03-16T23:22:57.000Z	1371965239189766147	This Maria Bartiromo interview with Trump is like time travel to October, 0.	{'place_id': '011add077f4d2da3'}
2021-03-16T23:20:30.000Z	1371964623000383490	 Yeah, Japan seems like another world. Hope to visit someday	{'place_id': '01a9a39529b27f36'}
2021-03-16T22:52:06.000Z	1371957477122641939	 Hi Neil, we received so many requests for bowls (and they travel better than the platter) so we now offer bowls.  Same yummy ingredients! Actually with the bowl we have more options!	{'place_id': 'e9143a85705b4d40'}
2021-03-16T22:37:37.000Z	1371953830645133313	Yo sense me coming upstate to visit soon. 	{'place_id': '01a9a39529b27f36'}
2021-03-16T22:01:28.000Z	1371944731903660035	So, a potential client inquired about a shoot. In my cost for the package she asked for, I broke it down based on ALL of the factors (travel time, shoot time, studio cost, editing time, final images)...said individual then asked if they could just get the studio and the images 🙃	{'place_id': '011add077f4d2da3'}
2021-03-16T21:58:41.000Z	1371944031631073281	Visit my Etsy shop today & if interested shop. I grateful for all or any kind support. 	{'place_id': '011add077f4d2da3'}
2021-03-16T21:50:59.000Z	1371942093346762755	 Looked like a jump ball not a travel	{'place_id': 'ef4c93bc730ac6d7'}
2021-03-16T21:22:04.000Z	1371934819249176576	Something not to miss:  latest exhibits ❗️including  -  a collection of posters chronicling the story of Hunter S. Thompson and his campaign to become sheriff and transform Aspen. Tickets 👉  🎥:  	{'place_id': '0ca682d015550000'}
2021-03-16T21:19:02.000Z	1371934055076397061	Just going through my camera roll and planning my next trip once I’m vaccinated ✨ This was taken on a trip to the Grand Canyon. Where do you want to travel once the pandemic is over? 	{'place_id': '01a9a39529b27f36'}
2021-03-16T21:11:31.000Z	1371932160807071757	The league just confirmed that this play was in fact a travel. Great call Scott Foster. I didn’t even see a travel in real time. When I saw the replay in slow motion, I changed my mind. What a ending though. 	{'place_id': '011add077f4d2da3'}
2021-03-16T20:56:22.000Z	1371928349921189893	 Nah flights to Phoenix are dummmmmbbbb reasons why I dont visit  too often :-(	{'place_id': '01a9a39529b27f36'}
2021-03-16T20:46:08.000Z	1371925774723334144	Absolutely sensational visit from  today in “Race, Racism and the Law” We explored advocacy *within* vs. *against* colonial institutions, anti-subordination principles in Indigenous law, UNDRIP/its implementation, & “rule of law” vs. “law of rulers.”	{'place_id': '011add077f4d2da3'}
2021-03-16T20:41:55.000Z	1371924711567937536	0/0 Mark your calendars today and visit  for more details including replays of our 0-panel discussion last October for those of you who may have missed it. 	{'place_id': '01a9a39529b27f36'}
2021-03-16T19:24:13.000Z	1371905160247664646	Our office provides the service helping  whoever need help with booking their  Vaccines. Please visit our office at 0-0 Cornish Ave Elmhurst NY 0 . We have already successfully helping 0 people booked their appointments.0/0 	{'place_id': '00c39537733fa112'}
2021-03-16T19:23:04.000Z	1371904869523722242	I Have Always Felt That If A Gentleman To Society Gives You A Solid Gold Key 🔑 To His Door He Is Entitled To The Courtesy Of A Visit.👍🏾   	{'place_id': '27485069891a7938'}
2021-03-16T19:07:29.000Z	1371900949506228231	Thank you so much  and  for allowing me to come up and visit today! I had a great time!   	{'place_id': '4bfbb13bd35cf5e0'}
2021-03-16T19:01:10.000Z	1371899358153695239	Great bar/restaurant amazing wings Ducktown Tavern & Liquors                  	{'place_id': '011add077f4d2da3'}
2021-03-16T18:53:40.000Z	1371897472113639429	What's he upset about? He knows he travel he took 0 steps! 😂😂😂  	{'place_id': '011add077f4d2da3'}
2021-03-16T18:51:14.000Z	1371896860441505792	Live: Kevin McCarthy & GOP visit US-Mexico border ICE facility amid 'bor...  via  	{'place_id': 'c418b0c82daabc44'}
2021-03-16T18:48:50.000Z	1371896254804922368	Virtual college visit with the Director of Admissions for the  system. 	{'place_id': '07d9eca92b486000'}
2021-03-16T18:25:31.000Z	1371890386885545994	Tackle your Tuesday 💪🏻 Exercise is known to improve mental health by reducing anxiety, depression, and negative mood by improving self- esteem and cognitive function. If anyone has any questions about our foundation please visit  🤙🏻 	{'place_id': 'fa3435044b52ecc7'}
2021-03-16T18:20:21.000Z	1371889089138589702	People like Paul, 0 years old, are dying of covid still. Remember them when making personal decisions on gathering and travel. 	{'place_id': '01a9a39529b27f36'}
2021-03-16T18:14:10.000Z	1371887531990601731	   Not true, Randell came back down with the ball that is the same thing as dropping the ball. Also Kyrie even said it was not a travel that he was going to foul Randell	{'place_id': '27485069891a7938'}
2021-03-16T17:44:39.000Z	1371880103953711110	  When a defending player ever touches the Ball as you go up for a shot, that is not a travel.	{'place_id': '27485069891a7938'}
2021-03-16T17:37:23.000Z	1371878275207868421	    As well you should be. I promise to visit regularly and alternate the head I pee on	{'place_id': '011add077f4d2da3'}
2021-03-16T17:14:25.000Z	1371872494907490312	Excited about joining the debut of  at 0pm tonight talking travel on Tuesdays... 	{'place_id': '01a9a39529b27f36'}
2021-03-16T17:12:29.000Z	1371872008062001152	Teddy dog doesnt travel wellHe has slobbered all over my window 	{'place_id': 'bceb8153865c4a49'}
2021-03-16T17:01:45.000Z	1371869307966214150	 🤚🤚🤚🤚🤚You got my vote!!! I visited Public Market daily during my visit to Seattle last September ( you’re tied with La Boqueria in Spain)    	{'place_id': '011add077f4d2da3'}
2021-03-16T16:49:11.000Z	1371866144248840195	Only 0 DAYS LEFT to enter our  sweepstakes with Shop Newark and 0rd Space! You can win $0 to spend with Newark local business Madrid & Lisbon Restaurant! Visit us on Instagram to enter! (  	{'place_id': 'fa3435044b52ecc7'}
2021-03-16T16:26:27.000Z	1371860423994134534	If we can’t travel well together, there’s just no point 	{'place_id': '01a9a39529b27f36'}
2021-03-16T16:25:28.000Z	1371860176765091842	I hate that I can’t travel right now	{'place_id': 'b74cebcb62a1a686'}
2021-03-16T16:10:10.000Z	1371856326247247875	My uncle was semi-catatonic the whole visit but the second I told him I have been making money playing poker and gambling this man sat up in his chair and started laughingI love my uncle 	{'place_id': '01a9a39529b27f36'}
2021-03-16T15:51:38.000Z	1371851661262651395	  Is buying the DVD set available for digital download? I’d just love to have it in my cloud collection with all the extras, watch it while flying when we can travel again	{'place_id': '70f8f5f2ad7e0722'}
2021-03-16T15:34:18.000Z	1371847297236099078	Electric & gas utilities have suspended shut-offs during the crisis. To find out if you’re eligible, call 0-0-0 or visit   	{'place_id': '36aa8c1293d4ce43'}
2021-03-16T15:28:38.000Z	1371845875169947654	  Laliguras on 0th just north of Roosevelt has wonderful Nepalese food! And you can walk over and visit us for coffee afterward 😀	{'place_id': '00c39537733fa112'}
2021-03-16T15:12:10.000Z	1371841730325151744	i just wanna travel w my friends this year to colombia.. lmaooo	{'place_id': '01a9a39529b27f36'}
2021-03-16T15:00:24.000Z	1371838768139866112	The more I think about last night, the less egregious that travel call was.Scott Foster probably just wanted to go to bed. 🤷🏽‍♂️😂😂	{'place_id': '01a9a39529b27f36'}
2021-03-16T14:59:53.000Z	1371838636732387335	Gents, I'm in New York for one week then off to LA. Book here if you need a spa visit;  	{'place_id': '01a9a39529b27f36'}
2021-03-16T14:43:52.000Z	1371834608107597834	First visit to the  since the pandemic began! 	{'place_id': '01a9a39529b27f36'}
2021-03-16T14:43:05.000Z	1371834410539102210	 yes downsized to 0 contract i had 0 initially. not hurting me too bad so i kept one to fly to the $0 target.	{'place_id': '011add077f4d2da3'}
2021-03-16T14:37:38.000Z	1371833039299436548	All my bags are packed I’m ready to go!   @ Manhattan, New York 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.9675, 40.7779]}}
2021-03-16T14:25:38.000Z	1371830020403044356	 Trust me I get it ... I got mines too so I can visit my family in NC and keep myself safe	{'place_id': '01a9a39529b27f36'}
2021-03-16T14:16:52.000Z	1371827811372179456	All my bags are packed I’m ready to go!  @ Manhattan, New York 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.9675, 40.7779]}}
2021-03-16T14:03:07.000Z	1371824351260073987	Final showings. Visit OPEN HOUSE TODAY TUES 0/0  0-0PM.  0 KERRIGAN BLVD. 	{'place_id': 'fa3435044b52ecc7'}
2021-03-16T13:32:08.000Z	1371816555227574273	 Come and visit your friendly Manhattan Open Streets!	{'place_id': '01a9a39529b27f36'}
2021-03-16T13:31:42.000Z	1371816447371001856	I AM...GRATEFUL, to  ,  ,  & all the PENN STATE coaches for all these Incredible Handwritten Postcards. Video Clip is from my 0/0/0 Unofficial Visit - PSU WON!  WE ARE...PENN STATE  	{'place_id': 'c5e2e95296cb121d'}
2021-03-16T13:25:22.000Z	1371814853971746819	Thinking about flying out to Los Angeles for the Matt Feiler Bowl when the Steelers visit the Chargers.	{'place_id': '002e24c6736f069d'}
2021-03-16T13:12:01.000Z	1371811492492939270	Last Friday our 0th grade had a visit from the amazing  Thank you for inspiring our students to dream big! We can’t wait for your new book!     	{'place_id': '00c55f041e27dc51'}
2021-03-16T12:52:19.000Z	1371806533747675136	From my knowledge Randle had to let the ball go in order for it not to be a travel but it seems like the NBA has a different rule because street ball or hs that’s a travel and that’s what it’ll always be in my book 🤷🏾‍♂️🤷🏾‍♂️ 	{'place_id': '01a9a39529b27f36'}
2021-03-16T12:43:53.000Z	1371804412767830020	New:Spring break travel surge continues.TSA reports ~0.0 mil. air travelers screened Monday, the fifth straight day of 0m+ traffic.Roughly half of last year’s numbers but proof there’s an eagerness to relax elsewhere.Airlines report leisure travel bookings are up.	{'place_id': '01a9a39529b27f36'}
2021-03-16T12:19:35.000Z	1371798297090920449	Up and down easy travel ball never got knocked out 	{'place_id': 'c2270f3c90deeb93'}
2021-03-16T12:16:59.000Z	1371797643500912643	Doggie bathroom!!!!!             @ Newark Liberty International Airport 	{'place_id': 'fa3435044b52ecc7', 'coordinates': {'type': 'Point', 'coordinates': [-74.17033195, 40.6901405]}}
2021-03-16T12:16:27.000Z	1371797506787577856	We are walking, biking, dancing, playing or gardening on  0 days a week. Join us!Free & open to all.If you would like to volunteer or contribute visit our website:  	{'place_id': '00c39537733fa112'}
2021-03-16T11:38:34.000Z	1371787975168778241	Meanwhile, Foster told a reporter that he deemed Irving to have touched the ball, but not to have dislodged it, making it a travel in his eyes.	{'place_id': '00c39537733fa112'}
2021-03-16T11:34:11.000Z	1371786872670785536	i used to visit my grandma every week bc she’s my fav lady, now i have to see her through a glass window for her birthday. be grateful for the time u still have with your grandparents.	{'place_id': '7c09539af94ab80b'}
2021-03-16T11:19:49.000Z	1371783254882275338	Knicks fans still crying about Randles travel call but any real baller knows that if you’re shooting and someone hits the ball you must 0 LOOSE FULL CONTROL OF THE BALL or 0 DROP THE BALL in order for a travel(walk) to not be called. You non ballers need to stay on the couch	{'place_id': '01a9a39529b27f36'}
2021-03-16T11:16:48.000Z	1371782498678665217	Julius Randle didn’t lose control of the ball despite Kyrie blocking it on the way UP. Since the block wasn’t effective enough for Randle to lose the ball, he continued to shoot. On his way DOWN, he tries to dribble before shooting again. Here he lands before dribbling. Travel. 	{'place_id': '011add077f4d2da3'}
2021-03-16T11:07:52.000Z	1371780249818697729	... this may sound weird but ... one of the Hollywood myths/ rumor mill I find a bit intriguing is that he was a serial killer in his day and that when he would travel to perform, he would almost always kills someone. 	{'place_id': '01a9a39529b27f36'}
2021-03-16T11:00:35.000Z	1371778414387081218	I had to wait almost thirty years for someone to help me solve the mistakes of time travel along the timelines created in Back to the future movie, Thks —&gt; Big Bang Theory - Back To The Future Tense 	{'place_id': 'b046074b1030a44d'}
2021-03-16T10:48:54.000Z	1371775477216653315	0) Moynihan would die in 0 at the age of 0. He left a legacy of intellectual independence over his almost 0 year career in public service as a senator and member of multiple presidential administrations. For more on his career, visit  	{'place_id': '01a9a39529b27f36'}
2021-03-16T06:01:42.000Z	1371703198239571970	I visit the Cypriot citizenship renunciation application website more often than I should. 	{'place_id': '00c39537733fa112'}
2021-03-16T05:09:36.000Z	1371690089097654272	Need custom stickers? Unlock a free $0 credit from  when you visit:  	{'place_id': '011add077f4d2da3'}
2021-03-16T04:32:48.000Z	1371680829328478208	That was not a damn bad call, Kyrie had his hand on the ball the whole way, no contact, just an easy travel call. No need for the frustration, y'all was not going to beat the Nets with two of their three closers active!   	{'place_id': '002e24c6736f069d'}
2021-03-16T04:18:32.000Z	1371677236605112322	   I just seen something that showed kyrie hit the ball while randle was still on the ground so the deflection doesnt even matter kuz he jumped after… its a travel for sure	{'place_id': '011add077f4d2da3'}
2021-03-16T03:36:36.000Z	1371666683027468289	Finally got to the cemetary to visit mom and my dear friend Ollie whom I lost 0 years ago! Left a bit of Irish on the graves!! @ George Washington Memorial Park (Paramus, New Jersey) 	{'place_id': '4b6a1f748c5219fa', 'coordinates': {'type': 'Point', 'coordinates': [-74.08645928, 40.93999131]}}
2021-03-16T03:21:29.000Z	1371662881310261254	 They called a travel for no reason, I could live with a no call & a miss	{'place_id': 'b8d145028b2571ac'}
2021-03-16T03:20:46.000Z	1371662698342137857	Well, first of all, it’s not a travel. Kyrie touches it. What Randle does is not against the rules. But since  have put an emphasis on handing out weak techs, they forget the rulebook. This is the result 	{'place_id': '11cdb607ab2f17bb'}
2021-03-16T03:18:26.000Z	1371662111957471240	   Nah he never lost control of it… it has to be out of both hands at the same time… in streetball we call that a travel & its a jump in the nba… the refs definitely didnt see kyries deflection	{'place_id': '011add077f4d2da3'}
2021-03-16T03:18:23.000Z	1371662097998811139	 You’re so upset about the problem at the border, but where were you when Trump was ripping babies out of mothers arms and putting them in cages in cruelest of conditions. I didn’t see you going to visit one of the centers and calling out the atrocities so get it right	{'place_id': '00c39537733fa112'}
2021-03-16T03:03:58.000Z	1371658473633644545	 Was this a travel? 	{'place_id': '987eb6925d6d6b3e'}
2021-03-16T03:02:40.000Z	1371658146159202305	“Travel” 🤡 	{'place_id': 'ca9ec2cf795362f4'}
2021-03-16T03:02:22.000Z	1371658067822194692	 Knicks were robbed started with the bum calls on Frank and then this huge miss by the ref Kyrie definitely hit the ball on the way up so no travel.	{'place_id': '011add077f4d2da3'}
2021-03-16T03:01:38.000Z	1371657882521976833	   It’s not a travel when the defender hits the ball while the shooter is going up for a shot smh	{'place_id': '00c39537733fa112'}
2021-03-16T03:00:51.000Z	1371657688833257475	"First, there was Kenny Omega's ""exploding"" wrestling ring. We all believed it to be the most embarrassing ending of an event in 0.Now, we've got the ""travel"" on Julius Randle. An egregiously bad call."	{'place_id': '01a9a39529b27f36'}
2021-03-16T02:58:34.000Z	1371657111105646592	Julius Randle was HOT after getting called for a travel at the end of the game...But his beef was justified. Kyrie got his hand on the ball on the way up...should NOT have been a travel.  	{'place_id': '01a9a39529b27f36'}
2021-03-16T02:57:40.000Z	1371656885523349504	 hey im all ears for the space travel lol	{'place_id': '01a9a39529b27f36'}
2021-03-16T02:50:10.000Z	1371655000527667202	 Beats me. He got a point, it wasn’t supposed to be a travel but you had more time to get off a better shot. Kyrie bailed you out.	{'place_id': 'b46619b2722d9703'}
2021-03-16T01:48:51.000Z	1371639567032451076	My preferred form of travel will always be an airplane. I would catch a flight from here to Jersey if I could. 😭	{'place_id': '002e24c6736f069d'}
2021-03-16T01:12:00.000Z	1371630295028486148	I was okay and now I’m just sad, sad, sad. My grandpa had a heart attack last week and I tried to visit him in the hospital today. I missed visiting hours by 0 mins and they wouldnt let me see him. I’ve just been crying all night 	{'place_id': '011add077f4d2da3'}
2021-03-16T00:46:02.000Z	1371623758654533632	My travel bucket list is quickly becoming the  Instagram posts.	{'place_id': 'e71d8f8f8c005b92'}
2021-03-16T00:36:06.000Z	1371621260845780994	 Only Jesus can visit me then!!	{'place_id': '00c39537733fa112'}
2021-03-16T00:14:53.000Z	1371615919768797184	 About three years ago. I had an offer to get a product for free. Also, time travel is fun.	{'place_id': '01a9a39529b27f36'}
2021-03-16T00:07:14.000Z	1371613993496940547	These students need classroom materials to make it through the school year. You can help ensure these students have the resources they need to succeed in school. Visit this fundraising page to learn more and donate:	{'place_id': '01a9a39529b27f36'}
2021-03-17T23:29:36.000Z	1372329302222647299	With a special (and messy!!) visit from a sneaky little leprechaun☘️☘️  	{'place_id': '3364980d7a3f1116'}
2021-03-17T23:26:41.000Z	1372328567405707265	A week ago last year my girl told me she was coming to visit for a week while on spring break and ended up being 0+ months  	{'place_id': '01a9a39529b27f36'}
2021-03-17T23:19:34.000Z	1372326774743437317	 Go visit the southern border.	{'place_id': '01a9a39529b27f36'}
2021-03-17T23:02:19.000Z	1372322432460161026	Once you get the shot in your arm we’re here to help you build the perfect “Vacci-cation” !   @ Vista Travel 	{'place_id': 'dfa88de1ece1a505', 'coordinates': {'type': 'Point', 'coordinates': [-74.33762, 40.59819]}}
2021-03-17T22:14:28.000Z	1372310392555311108	 LMFAOOO she a travel nurse	{'place_id': 'f77fa3954e776111'}
2021-03-17T22:09:10.000Z	1372309057978109956	had a great visit   thank you  and coach greco for the amazing hospitality!!!💚🖤 	{'place_id': 'a227c629b631eea2'}
2021-03-17T21:50:13.000Z	1372304288165269509	 Thank you come visit soon!	{'place_id': '011add077f4d2da3'}
2021-03-17T21:23:13.000Z	1372297493396983811	 WILL YOU STILL HIRE ME IF I LIVE IN NY BUT AM WILLING TO TRAVEL 😭😭😭	{'place_id': 'b046074b1030a44d'}
2021-03-17T21:17:23.000Z	1372296026556620800	  Latin ass, Bttm in NJ, u travel or host?	{'place_id': 'b74cebcb62a1a686'}
2021-03-17T21:12:45.000Z	1372294861668376580	Don’t gotta be rich to be happy and travel. Just gotta be smart and stop spending on the wrong things.	{'place_id': '00c39537733fa112'}
2021-03-17T21:04:25.000Z	1372292762339512327	 Nah. I know loads of Americans who pronounce it incorrectly. I’m often an exception because I travel and live in a major city.	{'place_id': '01a9a39529b27f36'}
2021-03-17T20:51:14.000Z	1372289445962076164	I need a lit friend to travel with I hate boring people who think they too good to do something fun / out the box	{'place_id': 'b046074b1030a44d'}
2021-03-17T20:32:17.000Z	1372284678040862720	Check out user0's video!                        	{'place_id': '96ddfc4bf2f1a80c'}
2021-03-17T20:22:28.000Z	1372282206392094721	I wasn’t lying when I said all I wanted to do was be boo’d up and travel. But traveling alone is just a good. 😌	{'place_id': '00c39537733fa112'}
2021-03-17T20:10:55.000Z	1372279298405580801	Visiting D0 and PS 0 with Chancellor Porter! Thank you Principal Baker and team for a great visit!!!         0 of 0! 	{'place_id': '002e24c6736f069d'}
2021-03-17T19:53:19.000Z	1372274871493857288	Today  at Elmhurst Hospital. Visit  to see eligibility. New groups have been added: public-facing govt & public employees; nonprofit workers who provide public-facing services;  essential in-person public-facing building service workers. 	{'place_id': '07d9ef9069c88000'}
2021-03-17T19:51:08.000Z	1372274323080232962	I have so many photographs from  but here are four in honor of  Such a beautiful country! Can not wait to travel again. My heart will be so happy. 🤍      	{'place_id': '01a9a39529b27f36'}
2021-03-17T19:51:08.000Z	1372274320823685121	  Do you think he should visit the southern border?  If so, why?	{'place_id': '01a9a39529b27f36'}
2021-03-17T19:15:31.000Z	1372265356216180739	 Both, I’ll fly to you and then I’ll have you fly to me 	{'place_id': '01a9a39529b27f36'}
2021-03-17T19:02:57.000Z	1372262196277825536	 There was a video of their visit. She wasn’t even there. They brought her a basket of treats and wanted to meet her. What a disgraceful liar! 🤦🏻‍♀️	{'place_id': '01a9a39529b27f36'}
2021-03-17T18:28:34.000Z	1372253542975733766	  Points 0& 0 I will not contest, but point 0 is where you get into the question of what he has the legal power/authority to do.*Would you suggest it would be legal& advisable to issue a blanket national *Should more travel restrictions have been imposed?*What else?	{'place_id': '011add077f4d2da3'}
2021-03-17T18:05:23.000Z	1372247710070374400	 And I can't wait to visit Cali!	{'place_id': '01a9a39529b27f36'}
